ImageNumber,DICE,,,,,,,,0.1220394949
00012718.jpg,0,,,,,,,,
00012719.jpg,0,,,,,,,,
00012720.jpg,0,,,,,,,,
00012721.jpg,0,,,,,,,,
00012722.jpg,0,,,,,,,,
00012723.jpg,0,,,,,,,,
00012724.jpg,0,,,,,,,,
00012725.jpg,0,,,,,,,,
00012726.jpg,0,,,,,,,,
00012727.jpg,0,,,,,,,,
00012728.jpg,0.4704945673,,,,,,,,
00012729.jpg,0.4064688799,,,,,,,,
00012730.jpg,0,,,,,,,,
00012731.jpg,0,,,,,,,,
00012732.jpg,0,,,,,,,,
00012733.jpg,0,,,,,,,,
00012734.jpg,0,,,,,,,,
00012735.jpg,0,,,,,,,,
00012736.jpg,0,,,,,,,,
00012737.jpg,0,,,,,,,,
00012738.jpg,0.4642549526,,,,,,,,
00012739.jpg,0,,,,,,,,
00012740.jpg,0,,,,,,,,
00012741.jpg,0,,,,,,,,
00012742.jpg,0,,,,,,,,
00012743.jpg,0,,,,,,,,
00012744.jpg,0,,,,,,,,
00012745.jpg,0,,,,,,,,
00012746.jpg,0,,,,,,,,
00012747.jpg,0,,,,,,,,
00012748.jpg,0.3622833129,,,,,,,,
00012749.jpg,0.1607443651,,,,,,,,
00012750.jpg,0,,,,,,,,
00012751.jpg,0,,,,,,,,
00012752.jpg,0,,,,,,,,
00012753.jpg,0,,,,,,,,
00012754.jpg,0,,,,,,,,
00012755.jpg,0,,,,,,,,
00012756.jpg,0,,,,,,,,
00012757.jpg,0,,,,,,,,
00012758.jpg,0.4876620048,,,,,,,,
00012759.jpg,0.1394456049,,,,,,,,
00012760.jpg,0.4426179112,,,,,,,,
00012761.jpg,0.033351444,,,,,,,,
00012762.jpg,0.4094165814,,,,,,,,
00012763.jpg,0.4415691651,,,,,,,,
00012764.jpg,0.1181695308,,,,,,,,
00012765.jpg,0,,,,,,,,
00012766.jpg,0.1269927413,,,,,,,,
00012767.jpg,0.463194676,,,,,,,,
00012768.jpg,0,,,,,,,,
00012769.jpg,0,,,,,,,,
00012770.jpg,0,,,,,,,,
00012771.jpg,0.4726541665,,,,,,,,
00012772.jpg,0.1190568226,,,,,,,,
00012773.jpg,0.396432553,,,,,,,,
00012774.jpg,0.4589151354,,,,,,,,
00012775.jpg,0,,,,,,,,
00012776.jpg,0.4664880122,,,,,,,,
00012777.jpg,0.4898404848,,,,,,,,
00012778.jpg,0,,,,,,,,
00012779.jpg,0,,,,,,,,
00012780.jpg,0,,,,,,,,
00012781.jpg,0,,,,,,,,
00012782.jpg,0,,,,,,,,
00012783.jpg,0,,,,,,,,
00012784.jpg,0,,,,,,,,
00012785.jpg,0,,,,,,,,
00012786.jpg,0,,,,,,,,
00012787.jpg,0,,,,,,,,
00012788.jpg,0.4613590349,,,,,,,,
00012789.jpg,0.4198675287,,,,,,,,
00012790.jpg,0,,,,,,,,
00012792.jpg,0,,,,,,,,
00012793.jpg,0,,,,,,,,
00012794.jpg,0,,,,,,,,
00012795.jpg,0,,,,,,,,
00012796.jpg,0,,,,,,,,
00012797.jpg,0,,,,,,,,
00012798.jpg,0.383197066,,,,,,,,
00012799.jpg,0.3228575586,,,,,,,,
00012800.jpg,0,,,,,,,,
00012801.jpg,0,,,,,,,,
00012802.jpg,0,,,,,,,,
00012803.jpg,0,,,,,,,,
00012804.jpg,0,,,,,,,,
00012805.jpg,0,,,,,,,,
00012806.jpg,0,,,,,,,,
00012807.jpg,0,,,,,,,,
00012808.jpg,0,,,,,,,,
00012810.jpg,0,,,,,,,,
00012811.jpg,0,,,,,,,,
00012812.jpg,0,,,,,,,,
00012813.jpg,0,,,,,,,,
00012814.jpg,0,,,,,,,,
00012815.jpg,0,,,,,,,,
00012816.jpg,0,,,,,,,,
00012817.jpg,0,,,,,,,,
00012818.jpg,0.4994454128,,,,,,,,
00012819.jpg,0.4843888326,,,,,,,,
00012820.jpg,0.4913066738,,,,,,,,
00012821.jpg,0,,,,,,,,
00012822.jpg,0.3946188341,,,,,,,,
00012823.jpg,0.1293345829,,,,,,,,
00012824.jpg,0.0327437509,,,,,,,,
00012825.jpg,0.4615489038,,,,,,,,
00012826.jpg,0.478034508,,,,,,,,
00012827.jpg,0.4797957172,,,,,,,,
00012828.jpg,0,,,,,,,,
00012829.jpg,0,,,,,,,,
00012830.jpg,0,,,,,,,,
00012831.jpg,0.4352670634,,,,,,,,
00012832.jpg,0.4951428841,,,,,,,,
00012833.jpg,0.4798628963,,,,,,,,
00012834.jpg,0,,,,,,,,
00012835.jpg,0,,,,,,,,
00012836.jpg,0.4643585215,,,,,,,,
00012837.jpg,0,,,,,,,,
00012838.jpg,0,,,,,,,,
00012839.jpg,0,,,,,,,,
00012840.jpg,0,,,,,,,,
00012841.jpg,0,,,,,,,,
00012842.jpg,0.0214419727,,,,,,,,
00012843.jpg,0.1839201482,,,,,,,,
00012844.jpg,0.6442494615,,,,,,,,
00012845.jpg,0.1933266822,,,,,,,,
00012846.jpg,0,,,,,,,,
00012847.jpg,0.4822608189,,,,,,,,
00012849.jpg,0,,,,,,,,
00012850.jpg,0.0665659376,,,,,,,,
00012851.jpg,0,,,,,,,,
00012852.jpg,0.4275184508,,,,,,,,
00012853.jpg,0.4521556257,,,,,,,,
00012854.jpg,0.4904420033,,,,,,,,
00012855.jpg,0.4231893032,,,,,,,,
00012856.jpg,0.4187992074,,,,,,,,
00012857.jpg,0.5006415401,,,,,,,,
00012858.jpg,0,,,,,,,,
00012859.jpg,0,,,,,,,,
00012860.jpg,0,,,,,,,,
00012861.jpg,0,,,,,,,,
00012862.jpg,0,,,,,,,,
00012863.jpg,0,,,,,,,,
00012864.jpg,0,,,,,,,,
00012865.jpg,0,,,,,,,,
00012866.jpg,0,,,,,,,,
00012867.jpg,0,,,,,,,,
00012868.jpg,0.2580822613,,,,,,,,
00012869.jpg,0.1127008813,,,,,,,,
00012870.jpg,0,,,,,,,,
00012871.jpg,0,,,,,,,,
00012872.jpg,0,,,,,,,,
00012873.jpg,0,,,,,,,,
00012874.jpg,0,,,,,,,,
00012875.jpg,0,,,,,,,,
00012876.jpg,0,,,,,,,,
00012877.jpg,0,,,,,,,,
00012878.jpg,0.4648158044,,,,,,,,
00012879.jpg,0.1024105877,,,,,,,,
00012880.jpg,0,,,,,,,,
00012881.jpg,0,,,,,,,,
00012882.jpg,0.0843916428,,,,,,,,
00012883.jpg,0,,,,,,,,
00012884.jpg,0,,,,,,,,
00012885.jpg,0.464493931,,,,,,,,
00012886.jpg,0.5449720958,,,,,,,,
00012887.jpg,0,,,,,,,,
00012888.jpg,0,,,,,,,,
00012889.jpg,0,,,,,,,,
00012890.jpg,0.4893006196,,,,,,,,
00012891.jpg,0.4917813346,,,,,,,,
00012892.jpg,0.4319093398,,,,,,,,
00012893.jpg,0.4862039626,,,,,,,,
00012894.jpg,0,,,,,,,,
00012895.jpg,0,,,,,,,,
00012896.jpg,0.5247833061,,,,,,,,
00012897.jpg,0.0885028524,,,,,,,,
00012898.jpg,0,,,,,,,,
00012899.jpg,0,,,,,,,,
00012900.jpg,0,,,,,,,,
00012901.jpg,0,,,,,,,,
00012902.jpg,0,,,,,,,,
00012903.jpg,0,,,,,,,,
00012904.jpg,0,,,,,,,,
00012905.jpg,0,,,,,,,,
00012906.jpg,0,,,,,,,,
00012907.jpg,0,,,,,,,,
00012908.jpg,0.2334042553,,,,,,,,
00012909.jpg,0.3188319965,,,,,,,,
00012910.jpg,0,,,,,,,,
00012911.jpg,0,,,,,,,,
00012912.jpg,0,,,,,,,,
00012913.jpg,0,,,,,,,,
00012914.jpg,0,,,,,,,,
00012915.jpg,0,,,,,,,,
00012916.jpg,0,,,,,,,,
00012917.jpg,0,,,,,,,,
00012918.jpg,0,,,,,,,,
00012919.jpg,0.5131851482,,,,,,,,
00012920.jpg,0,,,,,,,,
00012921.jpg,0.4156294682,,,,,,,,
00012922.jpg,0,,,,,,,,
00012923.jpg,0.4827695426,,,,,,,,
00012924.jpg,0.1428979708,,,,,,,,
00012925.jpg,0,,,,,,,,
00012926.jpg,0.455972442,,,,,,,,
00012927.jpg,0.4674815842,,,,,,,,
00012928.jpg,0,,,,,,,,
00012929.jpg,0,,,,,,,,
00012930.jpg,0.1046580773,,,,,,,,
00012931.jpg,0,,,,,,,,
00012932.jpg,0.0690189138,,,,,,,,
00012933.jpg,0.4714827854,,,,,,,,
00012934.jpg,0,,,,,,,,
00012935.jpg,0.4533350823,,,,,,,,
00012936.jpg,0,,,,,,,,
00012937.jpg,0,,,,,,,,
00012938.jpg,0,,,,,,,,
00012939.jpg,0,,,,,,,,
00012940.jpg,0.4602676359,,,,,,,,
00012941.jpg,0.4680086269,,,,,,,,
00012942.jpg,0.4290658375,,,,,,,,
00012943.jpg,0.4388358556,,,,,,,,
00012944.jpg,0.4662918991,,,,,,,,
00012945.jpg,0,,,,,,,,
00012946.jpg,0.4624697805,,,,,,,,
00012947.jpg,0.4805447471,,,,,,,,
00012948.jpg,0,,,,,,,,
00012949.jpg,0,,,,,,,,
00012950.jpg,0.4222807047,,,,,,,,
00012951.jpg,0.4801149689,,,,,,,,
00012952.jpg,0.4826941509,,,,,,,,
00012953.jpg,0,,,,,,,,
00012954.jpg,0.4648633424,,,,,,,,
00012955.jpg,0.4633818292,,,,,,,,
00012956.jpg,0,,,,,,,,
00012957.jpg,0,,,,,,,,
00012958.jpg,0,,,,,,,,
00012959.jpg,0,,,,,,,,
00012960.jpg,0,,,,,,,,
00012961.jpg,0,,,,,,,,
00012962.jpg,0,,,,,,,,
00012963.jpg,0,,,,,,,,
00012964.jpg,0,,,,,,,,
00012965.jpg,0,,,,,,,,
00012966.jpg,0,,,,,,,,
00012967.jpg,0,,,,,,,,
00012968.jpg,0.0579064588,,,,,,,,
00012969.jpg,0.4045738693,,,,,,,,
00012970.jpg,0,,,,,,,,
00012971.jpg,0,,,,,,,,
00012972.jpg,0,,,,,,,,
00012973.jpg,0,,,,,,,,
00012974.jpg,0,,,,,,,,
00012975.jpg,0,,,,,,,,
00012976.jpg,0,,,,,,,,
00012977.jpg,0,,,,,,,,
00012978.jpg,0.0108836486,,,,,,,,
00012979.jpg,0,,,,,,,,
00012980.jpg,0.4642166804,,,,,,,,
00012981.jpg,0.3935602054,,,,,,,,
00012982.jpg,0.4832294519,,,,,,,,
00012983.jpg,0.1289687423,,,,,,,,
00012984.jpg,0,,,,,,,,
00012985.jpg,0.0386449184,,,,,,,,
00012986.jpg,0,,,,,,,,
00012987.jpg,0.412157229,,,,,,,,
00012988.jpg,0,,,,,,,,
00012989.jpg,0,,,,,,,,
00012990.jpg,0.3678977273,,,,,,,,
00012991.jpg,0.4736476677,,,,,,,,
00012992.jpg,0.4804860718,,,,,,,,
00012993.jpg,0.4499198134,,,,,,,,
00012994.jpg,0.0336352657,,,,,,,,
00012995.jpg,0.3488420613,,,,,,,,
00012996.jpg,0.462386741,,,,,,,,
00012997.jpg,0,,,,,,,,
00012998.jpg,0,,,,,,,,
00012999.jpg,0,,,,,,,,
00013000.jpg,0,,,,,,,,
00013001.jpg,0,,,,,,,,
00013002.jpg,0,,,,,,,,
00013003.jpg,0,,,,,,,,
00013004.jpg,0,,,,,,,,
00013005.jpg,0,,,,,,,,
00013006.jpg,0,,,,,,,,
00013007.jpg,0,,,,,,,,
00013008.jpg,0.0176405733,,,,,,,,
00013009.jpg,0,,,,,,,,
00013010.jpg,0,,,,,,,,
00013011.jpg,0,,,,,,,,
00013012.jpg,0,,,,,,,,
00013013.jpg,0,,,,,,,,
00013014.jpg,0,,,,,,,,
00013015.jpg,0,,,,,,,,
00013016.jpg,0,,,,,,,,
00013017.jpg,0,,,,,,,,
00013018.jpg,0,,,,,,,,
00013019.jpg,0.4383633011,,,,,,,,
00013020.jpg,0.4159668222,,,,,,,,
00013021.jpg,0.2392724165,,,,,,,,
00013022.jpg,0.4747290854,,,,,,,,
00013023.jpg,0.4390708228,,,,,,,,
00013024.jpg,0,,,,,,,,
00013025.jpg,0.4819203845,,,,,,,,
00013026.jpg,0,,,,,,,,
00013027.jpg,0.4148138187,,,,,,,,
00013028.jpg,0,,,,,,,,
00013029.jpg,0,,,,,,,,
00013030.jpg,0.4712884382,,,,,,,,
00013031.jpg,0.0740808756,,,,,,,,
00013032.jpg,0.4510603589,,,,,,,,
00013033.jpg,0.4716716932,,,,,,,,
00013034.jpg,0.2784334361,,,,,,,,
00013035.jpg,0.4320025365,,,,,,,,
00013036.jpg,0.4725481244,,,,,,,,
00013037.jpg,0.1308003737,,,,,,,,
00013038.jpg,0,,,,,,,,
00013039.jpg,0,,,,,,,,
00013040.jpg,0.6783827826,,,,,,,,
00013041.jpg,0,,,,,,,,
00013042.jpg,0.0538804269,,,,,,,,
00013043.jpg,0.0426174634,,,,,,,,
00013044.jpg,0.4694561574,,,,,,,,
00013045.jpg,0.0102688291,,,,,,,,
00013046.jpg,0.4771798601,,,,,,,,
00013047.jpg,0.4735693478,,,,,,,,
00013048.jpg,0,,,,,,,,
00013049.jpg,0,,,,,,,,
00013050.jpg,0.1896767864,,,,,,,,
00013051.jpg,0.4550831202,,,,,,,,
00013052.jpg,0.4107077374,,,,,,,,
00013053.jpg,0.4838957199,,,,,,,,
00013054.jpg,0.474168896,,,,,,,,
00013055.jpg,0,,,,,,,,
00013056.jpg,0.2600360268,,,,,,,,
00013057.jpg,0,,,,,,,,
00013058.jpg,0,,,,,,,,
00013059.jpg,0,,,,,,,,
00013060.jpg,0,,,,,,,,
00013061.jpg,0,,,,,,,,
00013062.jpg,0,,,,,,,,
00013063.jpg,0,,,,,,,,
00013064.jpg,0,,,,,,,,
00013065.jpg,0,,,,,,,,
00013066.jpg,0,,,,,,,,
00013067.jpg,0,,,,,,,,
00013068.jpg,0.0505154639,,,,,,,,
00013069.jpg,0.4437157167,,,,,,,,
00013070.jpg,0,,,,,,,,
00013071.jpg,0,,,,,,,,
00013072.jpg,0,,,,,,,,
00013073.jpg,0,,,,,,,,
00013074.jpg,0,,,,,,,,
00013075.jpg,0,,,,,,,,
00013076.jpg,0,,,,,,,,
00013077.jpg,0,,,,,,,,
00013078.jpg,0,,,,,,,,
00013079.jpg,0.4643092177,,,,,,,,
00013080.jpg,0.2519281607,,,,,,,,
00013081.jpg,0,,,,,,,,
00013082.jpg,0.4621855278,,,,,,,,
00013083.jpg,0.2721283674,,,,,,,,
00013084.jpg,0,,,,,,,,
00013085.jpg,0.5468894686,,,,,,,,
00013086.jpg,0,,,,,,,,
00013087.jpg,0,,,,,,,,
00013088.jpg,0,,,,,,,,
00013089.jpg,0,,,,,,,,
00013090.jpg,0,,,,,,,,
00013091.jpg,0,,,,,,,,
00013092.jpg,0.2642967543,,,,,,,,
00013093.jpg,0.3581833762,,,,,,,,
00013094.jpg,0.1686911711,,,,,,,,
00013095.jpg,0,,,,,,,,
00013096.jpg,0.3396851698,,,,,,,,
00013097.jpg,0,,,,,,,,
00013098.jpg,0,,,,,,,,
00013099.jpg,0,,,,,,,,
00013100.jpg,0,,,,,,,,
00013101.jpg,0,,,,,,,,
00013102.jpg,0,,,,,,,,
00013103.jpg,0,,,,,,,,
00013104.jpg,0,,,,,,,,
00013105.jpg,0,,,,,,,,
00013106.jpg,0,,,,,,,,
00013107.jpg,0,,,,,,,,
00013108.jpg,0.4694317405,,,,,,,,
00013109.jpg,0.4843734928,,,,,,,,
00013110.jpg,0,,,,,,,,
00013111.jpg,0,,,,,,,,
00013112.jpg,0,,,,,,,,
00013113.jpg,0,,,,,,,,
00013114.jpg,0,,,,,,,,
00013115.jpg,0,,,,,,,,
00013116.jpg,0,,,,,,,,
00013117.jpg,0,,,,,,,,
00013118.jpg,0.4403187069,,,,,,,,
00013119.jpg,0,,,,,,,,
00013120.jpg,0.4017662576,,,,,,,,
00013121.jpg,0.152917505,,,,,,,,
00013122.jpg,0.4672767475,,,,,,,,
00013123.jpg,0,,,,,,,,
00013124.jpg,0.2491527921,,,,,,,,
00013125.jpg,0.4644395111,,,,,,,,
00013126.jpg,0.4580854516,,,,,,,,
00013127.jpg,0.4698436808,,,,,,,,
00013128.jpg,0,,,,,,,,
00013129.jpg,0,,,,,,,,
00013130.jpg,0.4690635452,,,,,,,,
00013131.jpg,0.0756726457,,,,,,,,
00013132.jpg,0.4527734609,,,,,,,,
00013133.jpg,0.2884615385,,,,,,,,
00013134.jpg,0.1079014907,,,,,,,,
00013135.jpg,0.4461674684,,,,,,,,
00013136.jpg,0.1201710126,,,,,,,,
00013137.jpg,0.0283981362,,,,,,,,
00013138.jpg,0,,,,,,,,
00013139.jpg,0,,,,,,,,
00013140.jpg,0.4578136464,,,,,,,,
00013141.jpg,0.4667275833,,,,,,,,
00013142.jpg,0.4754689989,,,,,,,,
00013143.jpg,0,,,,,,,,
00013144.jpg,0.0315048184,,,,,,,,
00013145.jpg,0.1614323452,,,,,,,,
00013146.jpg,0.1321906068,,,,,,,,
00013147.jpg,0.5366890635,,,,,,,,
00013148.jpg,0,,,,,,,,
00013149.jpg,0,,,,,,,,
00013150.jpg,0,,,,,,,,
00013151.jpg,0,,,,,,,,
00013152.jpg,0.1597167016,,,,,,,,
00013153.jpg,0,,,,,,,,
00013154.jpg,0.3784660483,,,,,,,,
00013155.jpg,0,,,,,,,,
00013156.jpg,0.6430908871,,,,,,,,
00013157.jpg,0,,,,,,,,
00013158.jpg,0,,,,,,,,
00013159.jpg,0,,,,,,,,
00013160.jpg,0,,,,,,,,
00013161.jpg,0,,,,,,,,
00013162.jpg,0,,,,,,,,
00013163.jpg,0,,,,,,,,
00013164.jpg,0,,,,,,,,
00013165.jpg,0,,,,,,,,
00013166.jpg,0,,,,,,,,
00013167.jpg,0,,,,,,,,
00013168.jpg,0,,,,,,,,
00013169.jpg,0,,,,,,,,
00013170.jpg,0,,,,,,,,
00013171.jpg,0,,,,,,,,
00013172.jpg,0,,,,,,,,
00013173.jpg,0,,,,,,,,
00013174.jpg,0,,,,,,,,
00013175.jpg,0,,,,,,,,
00013176.jpg,0,,,,,,,,
00013177.jpg,0,,,,,,,,
00013178.jpg,0,,,,,,,,
00013179.jpg,0.4346921691,,,,,,,,
00013180.jpg,0,,,,,,,,
00013181.jpg,0.4749787956,,,,,,,,
00013182.jpg,0.2358932723,,,,,,,,
00013183.jpg,0.0429608298,,,,,,,,
00013184.jpg,0.4589722952,,,,,,,,
00013185.jpg,0.4799788264,,,,,,,,
00013186.jpg,0.4863845351,,,,,,,,
00013187.jpg,0.255693851,,,,,,,,
00013188.jpg,0,,,,,,,,
00013189.jpg,0,,,,,,,,
00013190.jpg,0.4771109498,,,,,,,,
00013191.jpg,0.1834641824,,,,,,,,
00013192.jpg,0.386130906,,,,,,,,
00013193.jpg,0.3660596753,,,,,,,,
00013194.jpg,0,,,,,,,,
00013195.jpg,0.3681093034,,,,,,,,
00013196.jpg,0.3153306679,,,,,,,,
00013197.jpg,0.3893249608,,,,,,,,
00013198.jpg,0,,,,,,,,
00013199.jpg,0,,,,,,,,
00013200.jpg,0,,,,,,,,
00013201.jpg,0,,,,,,,,
00013202.jpg,0,,,,,,,,
00013203.jpg,0,,,,,,,,
00013204.jpg,0,,,,,,,,
00013205.jpg,0,,,,,,,,
00013206.jpg,0,,,,,,,,
00013207.jpg,0,,,,,,,,
00013208.jpg,0.4604919133,,,,,,,,
00013209.jpg,0.1605268574,,,,,,,,
00013210.jpg,0,,,,,,,,
00013211.jpg,0,,,,,,,,
00013212.jpg,0,,,,,,,,
00013213.jpg,0,,,,,,,,
00013214.jpg,0,,,,,,,,
00013215.jpg,0,,,,,,,,
00013216.jpg,0,,,,,,,,
00013217.jpg,0,,,,,,,,
00013218.jpg,0.0746546227,,,,,,,,
00013219.jpg,0.4517516688,,,,,,,,
00013220.jpg,0.4410331812,,,,,,,,
00013221.jpg,0,,,,,,,,
00013222.jpg,0,,,,,,,,
00013223.jpg,0,,,,,,,,
00013224.jpg,0.4504481034,,,,,,,,
00013225.jpg,0.4648460198,,,,,,,,
00013226.jpg,0.3172599217,,,,,,,,
00013227.jpg,0,,,,,,,,
00013228.jpg,0,,,,,,,,
00013230.jpg,0.4395671392,,,,,,,,
00013231.jpg,0.191879605,,,,,,,,
00013232.jpg,0.4574308777,,,,,,,,
00013233.jpg,0.4418922614,,,,,,,,
00013234.jpg,0.1866039427,,,,,,,,
00013235.jpg,0.2473648583,,,,,,,,
00013236.jpg,0,,,,,,,,
00013237.jpg,0.4367268911,,,,,,,,
00013238.jpg,0,,,,,,,,
00013239.jpg,0,,,,,,,,
00013240.jpg,0,,,,,,,,
00013241.jpg,0.2690386666,,,,,,,,
00013242.jpg,0.1811881423,,,,,,,,
00013243.jpg,0.4366831906,,,,,,,,
00013244.jpg,0,,,,,,,,
00013245.jpg,0.1482551225,,,,,,,,
00013246.jpg,0.4356591502,,,,,,,,
00013247.jpg,0.4716775449,,,,,,,,
00013248.jpg,0,,,,,,,,
00013249.jpg,0,,,,,,,,
00013250.jpg,0.2086717729,,,,,,,,
00013251.jpg,0,,,,,,,,
00013252.jpg,0,,,,,,,,
00013253.jpg,0.4777370351,,,,,,,,
00013254.jpg,0.2366682397,,,,,,,,
00013255.jpg,0.1064658725,,,,,,,,
00013256.jpg,0,,,,,,,,
00013257.jpg,0.2279659809,,,,,,,,
00013258.jpg,0,,,,,,,,
00013259.jpg,0,,,,,,,,
00013260.jpg,0,,,,,,,,
00013261.jpg,0,,,,,,,,
00013262.jpg,0,,,,,,,,
00013263.jpg,0,,,,,,,,
00013264.jpg,0,,,,,,,,
00013265.jpg,0,,,,,,,,
00013266.jpg,0,,,,,,,,
00013267.jpg,0,,,,,,,,
00013268.jpg,0.5925867355,,,,,,,,
00013269.jpg,0,,,,,,,,
00013270.jpg,0,,,,,,,,
00013271.jpg,0,,,,,,,,
00013272.jpg,0,,,,,,,,
00013273.jpg,0,,,,,,,,
00013274.jpg,0,,,,,,,,
00013275.jpg,0,,,,,,,,
00013276.jpg,0,,,,,,,,
00013277.jpg,0,,,,,,,,
00013278.jpg,0.3230769231,,,,,,,,
00013279.jpg,0.4345281083,,,,,,,,
00013280.jpg,0.4637929977,,,,,,,,
00013281.jpg,0,,,,,,,,
00013282.jpg,0.469870707,,,,,,,,
00013283.jpg,0.3771959146,,,,,,,,
00013284.jpg,0.3969445542,,,,,,,,
00013285.jpg,0.4752091163,,,,,,,,
00013286.jpg,0.3943161634,,,,,,,,
00013287.jpg,0.271599533,,,,,,,,
00013288.jpg,0,,,,,,,,
00013289.jpg,0,,,,,,,,
00013290.jpg,0.4708482134,,,,,,,,
00013291.jpg,0.1375392435,,,,,,,,
00013292.jpg,0.3715771708,,,,,,,,
00013293.jpg,0.0663131414,,,,,,,,
00013294.jpg,0.4641145847,,,,,,,,
00013295.jpg,0.3361711417,,,,,,,,
00013296.jpg,0,,,,,,,,
00013297.jpg,0.4563820932,,,,,,,,
00013298.jpg,0,,,,,,,,
00013299.jpg,0,,,,,,,,
00013300.jpg,0,,,,,,,,
00013301.jpg,0,,,,,,,,
00013302.jpg,0,,,,,,,,
00013303.jpg,0,,,,,,,,
00013304.jpg,0,,,,,,,,
00013305.jpg,0,,,,,,,,
00013306.jpg,0,,,,,,,,
00013307.jpg,0,,,,,,,,
00013308.jpg,0.5135450353,,,,,,,,
00013309.jpg,0,,,,,,,,
00013310.jpg,0,,,,,,,,
00013311.jpg,0,,,,,,,,
00013312.jpg,0,,,,,,,,
00013313.jpg,0,,,,,,,,
00013314.jpg,0,,,,,,,,
00013315.jpg,0,,,,,,,,
00013316.jpg,0,,,,,,,,
00013317.jpg,0,,,,,,,,
00013318.jpg,0.3664593278,,,,,,,,
00013319.jpg,0,,,,,,,,
00013320.jpg,0,,,,,,,,
00013321.jpg,0.197684934,,,,,,,,
00013322.jpg,0.4647302905,,,,,,,,
00013323.jpg,0.5182145354,,,,,,,,
00013324.jpg,0.043964096,,,,,,,,
00013325.jpg,0.167791468,,,,,,,,
00013326.jpg,0.2804567777,,,,,,,,
00013327.jpg,0.2575781666,,,,,,,,
00013328.jpg,0,,,,,,,,
00013329.jpg,0,,,,,,,,
00013330.jpg,0.4625079164,,,,,,,,
00013331.jpg,0,,,,,,,,
00013332.jpg,0,,,,,,,,
00013333.jpg,0.2526559287,,,,,,,,
00013334.jpg,0,,,,,,,,
00013335.jpg,0.4646185969,,,,,,,,
00013336.jpg,0.4902633269,,,,,,,,
00013337.jpg,0.4336724401,,,,,,,,
00013338.jpg,0,,,,,,,,
00013339.jpg,0,,,,,,,,
00013340.jpg,0.2324037414,,,,,,,,
00013341.jpg,0,,,,,,,,
00013342.jpg,0.402294978,,,,,,,,
00013343.jpg,0,,,,,,,,
00013344.jpg,0.4636,,,,,,,,
00013345.jpg,0.4737181389,,,,,,,,
00013346.jpg,0.4555437478,,,,,,,,
00013347.jpg,0.4669197061,,,,,,,,
00013348.jpg,0,,,,,,,,
00013349.jpg,0,,,,,,,,
00013350.jpg,0.4780175859,,,,,,,,
00013351.jpg,0.4382097528,,,,,,,,
00013352.jpg,0,,,,,,,,
00013353.jpg,0.4852661841,,,,,,,,
00013354.jpg,0.0672561108,,,,,,,,
00013355.jpg,0,,,,,,,,
00013356.jpg,0.0483562924,,,,,,,,
00013357.jpg,0.3989134653,,,,,,,,
00013358.jpg,0,,,,,,,,
00013359.jpg,0,,,,,,,,
00013360.jpg,0,,,,,,,,
00013361.jpg,0,,,,,,,,
00013362.jpg,0,,,,,,,,
00013363.jpg,0,,,,,,,,
00013364.jpg,0,,,,,,,,
00013365.jpg,0,,,,,,,,
00013366.jpg,0,,,,,,,,
00013367.jpg,0,,,,,,,,
00013368.jpg,0.4465763207,,,,,,,,
00013369.jpg,0,,,,,,,,
00013370.jpg,0,,,,,,,,
00013371.jpg,0,,,,,,,,
00013372.jpg,0,,,,,,,,
00013373.jpg,0,,,,,,,,
00013374.jpg,0,,,,,,,,
00013375.jpg,0,,,,,,,,
00013376.jpg,0,,,,,,,,
00013377.jpg,0,,,,,,,,
00013378.jpg,0,,,,,,,,
00013379.jpg,0.4609914244,,,,,,,,
00013380.jpg,0.0646724525,,,,,,,,
00013381.jpg,0.0175391257,,,,,,,,
00013382.jpg,0,,,,,,,,
00013383.jpg,0.4881532683,,,,,,,,
00013384.jpg,0.0457075886,,,,,,,,
00013385.jpg,0.434198812,,,,,,,,
00013386.jpg,0.5046018246,,,,,,,,
00013387.jpg,0,,,,,,,,
00013388.jpg,0,,,,,,,,
00013389.jpg,0,,,,,,,,
00013390.jpg,0,,,,,,,,
00013391.jpg,0.3007911514,,,,,,,,
00013392.jpg,0,,,,,,,,
00013393.jpg,0.4618495132,,,,,,,,
00013394.jpg,0,,,,,,,,
00013395.jpg,0,,,,,,,,
00013396.jpg,0,,,,,,,,
00013397.jpg,0.3262222097,,,,,,,,
00013398.jpg,0,,,,,,,,
00013399.jpg,0,,,,,,,,
00013400.jpg,0,,,,,,,,
00013401.jpg,0,,,,,,,,
00013402.jpg,0,,,,,,,,
00013403.jpg,0,,,,,,,,
00013404.jpg,0,,,,,,,,
00013405.jpg,0,,,,,,,,
00013406.jpg,0,,,,,,,,
00013407.jpg,0,,,,,,,,
00013408.jpg,0.4651708566,,,,,,,,
00013409.jpg,0.4116424116,,,,,,,,
00013410.jpg,0,,,,,,,,
00013411.jpg,0,,,,,,,,
00013412.jpg,0,,,,,,,,
00013413.jpg,0,,,,,,,,
00013414.jpg,0,,,,,,,,
00013415.jpg,0,,,,,,,,
00013416.jpg,0,,,,,,,,
00013417.jpg,0,,,,,,,,
00013418.jpg,0.4932735426,,,,,,,,
00013419.jpg,0.4761373658,,,,,,,,
00013420.jpg,0.0937678674,,,,,,,,
00013421.jpg,0,,,,,,,,
00013422.jpg,0.4839489976,,,,,,,,
00013423.jpg,0.482586567,,,,,,,,
