filename,width,height,class,xmin,ymin,xmax,ymax
00012764.jpg,720,480,,374,61,410,82
00012765.jpg,720,480,,243,395,317,429
00012765.jpg,720,480,,285,306,342,336
00012766.jpg,342,228,,167,56,208,80
00012766.jpg,342,228,,16,183,116,228
00012767.jpg,720,480,,426,151,706,355
00012770.jpg,342,228,,20,142,138,211
00012771.jpg,720,480,,329,151,531,245
00012771.jpg,720,480,,47,46,84,64
00012772.jpg,720,480,,426,86,572,142
00012772.jpg,720,480,,141,117,203,141
00012773.jpg,720,480,,407,270,526,397
00012773.jpg,720,480,,204,199,272,232
00012773.jpg,720,480,,408,95,471,121
00012773.jpg,720,480,,36,227,102,264
00012773.jpg,720,480,,119,218,191,248
00012774.jpg,720,480,,538,160,712,263
00012774.jpg,720,480,,359,50,416,90
00012774.jpg,720,480,,409,18,447,39
00012775.jpg,720,480,,71,154,382,308
00012775.jpg,720,480,,517,397,670,448
00012775.jpg,720,480,,76,160,356,304
00012776.jpg,720,480,,237,276,547,437
00012776.jpg,720,480,,1,154,92,216
00012776.jpg,720,480,,137,28,208,56
00012777.jpg,720,480,,300,0,703,314
00012788.jpg,720,480,,154,196,311,336
00012788.jpg,720,480,,196,50,250,70
00012788.jpg,720,480,,634,167,700,226
00012789.jpg,720,480,,543,218,718,308
00012789.jpg,720,480,,203,199,489,332
00012789.jpg,720,480,,105,43,152,63
00012789.jpg,720,480,,81,44,124,66
00012789.jpg,720,480,,303,58,337,77
00012798.jpg,720,480,,492,220,705,360
00012798.jpg,720,480,,42,18,88,37
00012799.jpg,720,480,,304,109,487,186
00012799.jpg,720,480,,18,143,47,164
00012808.jpg,720,480,,9,127,93,167
00012808.jpg,720,480,,286,306,344,336
00012818.jpg,342,228,,172,131,271,176
00012818.jpg,342,228,,10,106,97,140
00012818.jpg,342,228,,245,57,282,68
00012819.jpg,720,480,,466,164,699,402
00012820.jpg,720,480,,247,128,488,224
00012822.jpg,720,480,,50,151,89,180
00012823.jpg,342,228,,122,58,217,104
00012823.jpg,342,228,,178,23,207,33
00012823.jpg,342,228,,2,53,28,78
00012824.jpg,342,228,,156,25,184,36
00012824.jpg,342,228,,64,32,92,47
00012824.jpg,342,228,,5,33,18,45
00012824.jpg,342,228,,36,28,60,40
00012824.jpg,342,228,,171,65,259,109
00012825.jpg,720,480,,336,205,442,307
00012826.jpg,720,480,,343,154,563,257
00012827.jpg,720,480,,134,107,240,158
00012830.jpg,720,480,,171,89,274,144
00012831.jpg,720,480,,158,175,362,286
00012832.jpg,720,480,,543,160,718,250
00012833.jpg,720,480,,127,111,209,146
00012835.jpg,342,228,,232,92,268,118
00012836.jpg,720,480,,248,149,580,311
00012836.jpg,720,480,,185,138,216,154
00012836.jpg,720,480,,227,155,261,175
00012840.jpg,342,228,,74,70,111,91
00012840.jpg,342,228,,47,88,93,119
00012841.jpg,720,480,,214,48,364,124
00012841.jpg,720,480,,4,33,31,53
00012842.jpg,342,228,,120,77,228,145
00012842.jpg,342,228,,156,24,183,36
00012842.jpg,342,228,,97,10,133,22
00012843.jpg,720,480,,421,78,453,97
00012843.jpg,720,480,,301,121,366,150
00012843.jpg,720,480,,479,250,559,298
00012843.jpg,720,480,,281,313,406,450
00012843.jpg,720,480,,46,350,239,468
00012843.jpg,720,480,,177,105,247,133
00012843.jpg,720,480,,502,100,540,119
00012844.jpg,342,228,,155,25,182,35
00012844.jpg,342,228,,67,27,88,41
00012844.jpg,342,228,,98,42,154,65
00012844.jpg,342,228,,196,64,255,89
00012844.jpg,342,228,,33,39,50,52
00012844.jpg,342,228,,262,43,302,65
00012844.jpg,342,228,,215,31,248,47
00012844.jpg,342,228,,13,53,47,75
00012845.jpg,342,228,,155,25,182,37
00012845.jpg,342,228,,23,27,42,38
00012845.jpg,342,228,,56,28,77,40
00012845.jpg,342,228,,261,43,300,64
00012847.jpg,720,480,,449,127,484,146
00012847.jpg,720,480,,13,147,216,476
00012847.jpg,720,480,,566,217,659,278
00012850.jpg,720,480,,75,244,269,371
00012850.jpg,720,480,,555,50,600,75
00012850.jpg,720,480,,479,87,510,109
00012850.jpg,720,480,,516,105,568,147
00012850.jpg,720,480,,558,55,587,72
00012850.jpg,720,480,,483,85,522,109
00012850.jpg,720,480,,660,46,692,66
00012852.jpg,720,480,,379,71,562,155
00012852.jpg,720,480,,529,348,705,476
00012852.jpg,720,480,,506,326,720,457
00012852.jpg,720,480,,157,120,192,149
00012852.jpg,720,480,,21,58,71,88
00012853.jpg,720,480,,21,174,72,216
00012854.jpg,720,480,,120,129,205,199
00012855.jpg,720,480,,339,133,499,205
00012855.jpg,720,480,,594,72,643,90
00012855.jpg,720,480,,6,93,51,122
00012855.jpg,720,480,,245,396,316,428
00012856.jpg,720,480,,441,151,498,182
00012856.jpg,720,480,,533,146,580,172
00012856.jpg,720,480,,398,198,469,232
00012856.jpg,720,480,,631,172,698,207
00012856.jpg,720,480,,146,300,299,432
00012856.jpg,720,480,,571,157,619,184
00012856.jpg,720,480,,469,218,563,268
00012856.jpg,720,480,,484,153,529,175
00012856.jpg,720,480,,612,165,662,192
00012856.jpg,720,480,,369,217,429,249
00012857.jpg,720,480,,330,348,541,472
00012857.jpg,720,480,,38,228,96,259
00012857.jpg,720,480,,359,348,638,480
00012857.jpg,720,480,,500,116,552,137
00012857.jpg,720,480,,149,85,194,110
00012868.jpg,720,480,,604,191,711,319
00012868.jpg,720,480,,309,11,720,117
00012869.jpg,720,480,,610,129,645,155
00012869.jpg,720,480,,24,244,159,341
00012869.jpg,720,480,,590,160,636,208
00012878.jpg,720,480,,198,223,438,348
00012879.jpg,342,228,,31,50,57,63
00012880.jpg,720,480,,49,16,399,107
00012881.jpg,342,228,,38,92,121,136
00012882.jpg,342,228,,251,95,340,157
00012882.jpg,342,228,,57,30,72,39
00012882.jpg,342,228,,155,25,181,35
00012882.jpg,342,228,,109,37,135,50
00012882.jpg,342,228,,101,12,129,21
00012883.jpg,720,480,,183,51,222,72
00012884.jpg,720,480,,215,49,345,116
00012884.jpg,720,480,,234,0,320,26
00012885.jpg,720,480,,147,269,315,400
00012886.jpg,720,480,,436,149,685,358
00012886.jpg,720,480,,471,155,720,390
00012890.jpg,720,480,,194,195,438,316
00012891.jpg,720,480,,385,237,694,378
00012891.jpg,720,480,,104,42,150,61
00012891.jpg,720,480,,123,130,249,193
00012891.jpg,720,480,,81,42,126,64
00012891.jpg,720,480,,145,32,206,56
00012892.jpg,720,480,,148,118,282,171
00012892.jpg,720,480,,284,306,344,336
00012892.jpg,720,480,,12,72,44,93
00012893.jpg,342,228,,131,105,256,153
00012895.jpg,720,480,,499,339,709,463
00012895.jpg,720,480,,4,77,133,156
00012896.jpg,720,480,,365,173,530,256
00012896.jpg,720,480,,234,195,488,378
00012896.jpg,720,480,,613,103,664,133
00012896.jpg,720,480,,44,72,82,88
00012896.jpg,720,480,,477,114,550,144
00012897.jpg,720,480,,453,120,496,141
00012908.jpg,720,480,,533,184,720,305
00012908.jpg,720,480,,192,1,248,35
00012909.jpg,720,480,,326,250,498,414
00012909.jpg,720,480,,296,14,717,126
00012919.jpg,720,480,,288,151,457,231
00012919.jpg,720,480,,192,362,705,480
00012919.jpg,720,480,,501,280,716,387
00012919.jpg,720,480,,13,108,97,156
00012919.jpg,720,480,,78,44,121,65
00012919.jpg,720,480,,113,43,159,64
00012919.jpg,720,480,,137,39,196,64
00012920.jpg,720,480,,451,84,508,123
00012921.jpg,720,480,,502,154,650,217
00012923.jpg,720,480,,497,228,633,313
00012923.jpg,720,480,,558,161,622,198
00012923.jpg,720,480,,651,145,697,174
00012924.jpg,342,228,,156,25,181,35
00012924.jpg,342,228,,99,34,134,51
00012924.jpg,342,228,,88,11,111,21
00012925.jpg,342,228,,235,84,329,126
00012925.jpg,342,228,,74,52,118,77
00012926.jpg,720,480,,275,358,377,456
00012926.jpg,720,480,,208,170,338,280
00012926.jpg,720,480,,109,131,146,156
00012926.jpg,720,480,,73,26,102,44
00012927.jpg,720,480,,361,189,591,343
00012927.jpg,720,480,,125,38,212,83
00012927.jpg,720,480,,623,17,662,39
00012927.jpg,720,480,,629,19,674,42
00012930.jpg,342,228,,110,95,213,136
00012930.jpg,342,228,,14,51,35,63
00012930.jpg,342,228,,84,27,107,36
00012932.jpg,342,228,,31,67,70,98
00012932.jpg,342,228,,55,31,103,53
00012932.jpg,342,228,,27,37,43,48
00012932.jpg,342,228,,99,12,131,23
00012932.jpg,342,228,,156,25,183,35
00012933.jpg,720,480,,489,108,715,260
00012933.jpg,720,480,,204,4,267,37
00012934.jpg,720,480,,488,328,711,462
00012935.jpg,342,228,,155,25,183,36
00012935.jpg,342,228,,75,32,98,41
00012935.jpg,342,228,,183,53,249,88
00012935.jpg,342,228,,215,33,260,52
00012935.jpg,342,228,,101,11,132,22
00012937.jpg,720,480,,480,325,705,471
00012937.jpg,720,480,,229,35,629,112
00012940.jpg,342,228,,132,51,219,88
00012940.jpg,342,228,,249,41,297,61
00012941.jpg,720,480,,388,123,574,249
00012942.jpg,720,480,,620,311,720,420
00012942.jpg,720,480,,517,122,578,145
00012942.jpg,720,480,,496,121,553,144
00012942.jpg,720,480,,306,113,368,148
00012942.jpg,720,480,,562,171,639,209
00012942.jpg,720,480,,265,75,323,115
00012943.jpg,720,480,,325,289,502,441
00012943.jpg,720,480,,374,95,435,120
00012944.jpg,720,480,,415,256,700,412
00012946.jpg,720,480,,396,148,534,224
00012946.jpg,720,480,,197,48,243,70
00012946.jpg,720,480,,635,169,696,225
00012947.jpg,720,480,,346,264,484,420
00012950.jpg,720,480,,379,51,424,78
00012950.jpg,720,480,,140,287,353,446
00012950.jpg,720,480,,167,92,260,141
00012950.jpg,720,480,,150,167,219,207
00012951.jpg,720,480,,185,212,405,326
00012952.jpg,720,480,,401,108,552,188
00012952.jpg,720,480,,190,51,249,78
00012952.jpg,720,480,,153,42,197,61
00012953.jpg,720,480,,36,164,268,276
00012954.jpg,720,480,,358,285,519,434
00012955.jpg,720,480,,600,145,645,187
00012955.jpg,720,480,,601,179,653,228
00012955.jpg,720,480,,591,235,660,307
00012955.jpg,720,480,,653,325,699,359
00012955.jpg,720,480,,279,257,424,369
00012955.jpg,720,480,,598,158,652,218
00012968.jpg,342,228,,30,62,99,98
00012968.jpg,342,228,,8,45,50,69
00012969.jpg,342,228,,111,105,252,156
00012969.jpg,342,228,,258,51,327,86
00012969.jpg,342,228,,92,28,166,56
00012978.jpg,720,480,,535,88,571,111
00012978.jpg,720,480,,537,80,580,109
00012978.jpg,720,480,,556,51,575,62
00012980.jpg,720,480,,274,104,521,267
00012981.jpg,720,480,,539,78,578,108
00012981.jpg,720,480,,394,187,509,289
00012981.jpg,720,480,,165,111,248,151
00012981.jpg,720,480,,556,45,594,72
00012981.jpg,720,480,,451,44,487,59
00012981.jpg,720,480,,534,86,576,115
00012982.jpg,720,480,,300,136,525,229
00012983.jpg,342,228,,106,95,195,136
00012983.jpg,342,228,,80,44,119,62
00012983.jpg,342,228,,295,63,335,90
00012983.jpg,342,228,,13,49,33,63
00012984.jpg,720,480,,376,77,565,177
00012985.jpg,342,228,,136,69,211,104
00012985.jpg,342,228,,28,79,74,103
00012985.jpg,342,228,,42,44,63,55
00012986.jpg,342,228,,37,132,154,188
00012987.jpg,720,480,,359,48,382,60
00012987.jpg,720,480,,377,12,414,30
00012987.jpg,720,480,,500,6,588,34
00012987.jpg,720,480,,524,149,650,236
00012990.jpg,342,228,,128,60,228,97
00012990.jpg,342,228,,54,30,70,38
00012990.jpg,342,228,,133,60,227,100
00012991.jpg,720,480,,573,114,713,248
00012991.jpg,720,480,,3,60,23,80
00012992.jpg,720,480,,193,304,376,407
00012992.jpg,720,480,,512,246,711,442
00012993.jpg,720,480,,503,120,549,145
00012993.jpg,720,480,,297,191,396,244
00012994.jpg,720,480,,603,120,640,148
00012994.jpg,720,480,,590,160,635,209
00012994.jpg,720,480,,36,338,331,478
00012995.jpg,720,480,,141,56,192,85
00012996.jpg,720,480,,209,146,252,177
00012996.jpg,720,480,,215,366,281,475
00012997.jpg,720,480,,120,211,164,232
00013008.jpg,720,480,,242,128,284,152
00013008.jpg,720,480,,26,222,176,445
00013008.jpg,720,480,,15,298,150,433
00013018.jpg,720,480,,380,73,437,107
00013019.jpg,720,480,,200,344,563,472
00013019.jpg,720,480,,251,199,519,339
00013019.jpg,720,480,,2,117,31,153
00013019.jpg,720,480,,76,41,124,65
00013019.jpg,720,480,,105,42,154,62
00013019.jpg,720,480,,103,122,242,189
00013020.jpg,720,480,,493,151,556,191
00013020.jpg,720,480,,429,99,459,115
00013021.jpg,720,480,,115,197,179,235
00013022.jpg,342,228,,264,50,338,87
00013023.jpg,720,480,,362,334,568,463
00013023.jpg,720,480,,280,98,351,138
00013024.jpg,342,228,,47,51,126,87
00013025.jpg,720,480,,191,153,239,180
00013025.jpg,720,480,,424,138,709,259
00013027.jpg,720,480,,310,32,443,93
00013027.jpg,720,480,,529,125,720,242
00013027.jpg,720,480,,58,83,161,144
00013030.jpg,720,480,,10,52,55,75
00013030.jpg,720,480,,615,146,716,246
00013031.jpg,720,480,,292,15,381,47
00013031.jpg,720,480,,204,25,274,54
00013032.jpg,720,480,,288,123,351,168
00013032.jpg,720,480,,327,199,437,315
00013033.jpg,720,480,,416,248,567,338
00013034.jpg,720,480,,610,132,646,154
00013034.jpg,720,480,,601,170,653,210
00013034.jpg,720,480,,443,133,491,156
00013034.jpg,720,480,,489,111,520,129
00013034.jpg,720,480,,229,126,269,144
00013035.jpg,342,228,,117,145,237,220
00013035.jpg,342,228,,81,73,130,99
00013036.jpg,720,480,,531,117,720,236
00013037.jpg,342,228,,45,60,87,75
00013037.jpg,342,228,,33,101,132,137
00013040.jpg,720,480,,190,1,244,33
00013040.jpg,720,480,,21,141,211,248
00013042.jpg,720,480,,546,104,572,122
00013043.jpg,720,480,,483,112,523,133
00013044.jpg,720,480,,237,259,497,426
00013045.jpg,720,480,,539,70,575,95
00013045.jpg,720,480,,529,51,570,78
00013045.jpg,720,480,,296,147,501,224
00013045.jpg,720,480,,335,64,393,85
00013046.jpg,720,480,,321,109,480,174
00013047.jpg,720,480,,650,98,708,128
00013047.jpg,720,480,,17,252,221,352
00013047.jpg,720,480,,615,51,667,73
00013047.jpg,720,480,,540,25,584,45
00013047.jpg,720,480,,26,51,88,81
00013050.jpg,342,228,,221,93,336,138
00013050.jpg,342,228,,27,40,87,70
00013051.jpg,720,480,,299,242,595,461
00013051.jpg,720,480,,209,49,266,69
00013052.jpg,720,480,,112,175,165,214
00013053.jpg,720,480,,480,181,704,352
00013053.jpg,720,480,,16,57,57,78
00013054.jpg,720,480,,353,252,535,391
00013054.jpg,720,480,,247,124,336,169
00013056.jpg,720,480,,590,136,689,179
00013056.jpg,720,480,,282,76,320,92
00013057.jpg,720,480,,354,89,560,206
00013057.jpg,720,480,,4,4,243,76
00013068.jpg,342,228,,206,77,288,112
00013068.jpg,342,228,,169,27,200,38
00013068.jpg,342,228,,101,25,129,33
00013069.jpg,720,480,,504,149,662,220
00013079.jpg,342,228,,131,50,210,88
00013079.jpg,342,228,,191,103,300,159
00013079.jpg,342,228,,255,40,324,73
00013080.jpg,720,480,,336,60,371,82
00013080.jpg,720,480,,462,228,531,294
00013080.jpg,720,480,,327,29,347,42
00013081.jpg,342,228,,19,76,57,101
00013082.jpg,720,480,,338,285,651,456
00013082.jpg,720,480,,203,49,251,68
00013082.jpg,720,480,,208,52,265,70
00013083.jpg,720,480,,198,131,247,155
00013084.jpg,720,480,,292,97,395,139
00013084.jpg,720,480,,245,395,316,427
00013085.jpg,720,480,,225,54,265,75
00013085.jpg,720,480,,288,72,344,106
00013085.jpg,720,480,,531,175,714,359
00013085.jpg,720,480,,529,165,709,369
00013085.jpg,720,480,,131,67,158,85
00013085.jpg,720,480,,138,61,164,82
00013087.jpg,720,480,,568,120,715,251
00013087.jpg,720,480,,26,99,143,195
00013090.jpg,720,480,,539,76,582,104
00013091.jpg,720,480,,207,2,285,28
00013091.jpg,720,480,,61,82,160,145
00013092.jpg,720,480,,608,132,645,155
00013092.jpg,720,480,,599,169,653,210
00013092.jpg,720,480,,646,96,686,121
00013093.jpg,720,480,,409,68,448,87
00013094.jpg,342,228,,8,52,38,75
00013094.jpg,342,228,,198,65,290,112
00013094.jpg,342,228,,123,21,155,33
00013094.jpg,342,228,,180,48,230,65
00013095.jpg,342,228,,74,93,208,152
00013096.jpg,720,480,,408,33,442,55
00013096.jpg,720,480,,327,24,349,37
00013097.jpg,720,480,,486,395,676,449
00013108.jpg,720,480,,20,171,255,285
00013109.jpg,720,480,,157,194,287,277
00013118.jpg,720,480,,176,174,359,244
00013118.jpg,720,480,,644,220,706,257
00013119.jpg,720,480,,361,433,415,465
00013119.jpg,720,480,,443,94,657,229
00013120.jpg,720,480,,405,259,518,383
00013120.jpg,720,480,,209,203,272,232
00013120.jpg,720,480,,34,228,103,266
00013120.jpg,720,480,,144,127,210,157
00013120.jpg,720,480,,115,218,198,246
00013121.jpg,342,228,,208,77,248,98
00013121.jpg,342,228,,281,58,299,74
00013122.jpg,720,480,,478,172,709,360
00013124.jpg,342,228,,157,23,183,35
00013124.jpg,342,228,,213,62,284,100
00013124.jpg,342,228,,128,20,153,30
00013124.jpg,342,228,,43,27,56,34
00013124.jpg,342,228,,90,12,110,20
00013124.jpg,342,228,,215,31,248,45
00013124.jpg,342,228,,260,44,299,66
00013124.jpg,342,228,,103,12,128,22
00013125.jpg,342,228,,224,139,312,205
00013125.jpg,342,228,,157,24,184,35
00013125.jpg,342,228,,22,26,41,36
00013125.jpg,342,228,,215,63,282,99
00013125.jpg,342,228,,101,10,133,20
00013125.jpg,342,228,,90,11,112,20
00013126.jpg,720,480,,587,137,717,252
00013127.jpg,720,480,,608,131,646,155
00013127.jpg,720,480,,600,171,652,211
00013127.jpg,720,480,,165,223,298,293
00013130.jpg,720,480,,469,120,523,153
00013131.jpg,342,228,,176,22,206,33
00013131.jpg,342,228,,205,72,289,112
00013131.jpg,342,228,,8,57,37,76
00013131.jpg,342,228,,32,51,53,64
00013131.jpg,342,228,,86,26,107,33
00013132.jpg,720,480,,358,149,443,195
00013132.jpg,720,480,,560,165,628,201
00013132.jpg,720,480,,577,309,719,434
00013132.jpg,720,480,,272,93,320,114
00013132.jpg,720,480,,655,143,695,170
00013133.jpg,720,480,,270,35,295,54
00013134.jpg,342,228,,241,90,339,145
00013134.jpg,342,228,,82,68,118,85
00013134.jpg,342,228,,218,33,270,52
00013135.jpg,720,480,,363,161,521,220
00013136.jpg,720,480,,405,193,499,245
00013136.jpg,720,480,,512,95,544,113
00013136.jpg,720,480,,87,368,312,471
00013136.jpg,720,480,,619,96,651,116
00013137.jpg,720,480,,418,105,458,126
00013137.jpg,720,480,,23,293,147,452
00013140.jpg,720,480,,237,148,463,304
00013141.jpg,720,480,,517,132,719,225
00013142.jpg,720,480,,605,127,642,156
00013142.jpg,720,480,,593,159,634,206
00013142.jpg,720,480,,175,237,341,322
00013144.jpg,342,228,,34,45,53,56
00013144.jpg,342,228,,206,28,236,38
00013145.jpg,720,480,,417,60,472,97
00013145.jpg,720,480,,465,84,515,126
00013146.jpg,720,480,,537,103,700,193
00013146.jpg,720,480,,449,40,515,80
00013146.jpg,720,480,,419,22,452,42
00013146.jpg,720,480,,351,18,382,38
00013147.jpg,720,480,,141,133,345,268
00013147.jpg,720,480,,24,120,71,146
00013147.jpg,720,480,,299,75,354,98
00013150.jpg,342,228,,143,88,261,147
00013150.jpg,342,228,,47,49,130,86
00013151.jpg,720,480,,380,81,570,179
00013151.jpg,720,480,,443,48,611,125
00013152.jpg,720,480,,56,179,220,258
00013152.jpg,720,480,,423,95,487,119
00013152.jpg,720,480,,598,144,689,183
00013153.jpg,720,480,,447,32,493,57
00013153.jpg,720,480,,15,24,361,234
00013154.jpg,720,480,,610,131,646,154
00013154.jpg,720,480,,602,171,655,211
00013154.jpg,720,480,,521,105,540,116
00013154.jpg,720,480,,329,182,453,255
00013154.jpg,720,480,,224,126,265,144
00013154.jpg,720,480,,7,262,96,385
00013155.jpg,342,228,,34,146,140,188
00013156.jpg,342,228,,229,112,335,160
00013156.jpg,342,228,,236,22,262,39
00013156.jpg,342,228,,132,44,258,88
00013169.jpg,720,480,,100,83,398,211
00013178.jpg,342,228,,110,42,152,63
00013178.jpg,342,228,,96,23,138,39
00013179.jpg,720,480,,315,161,502,219
00013181.jpg,720,480,,314,192,404,304
00013182.jpg,342,228,,94,104,220,158
00013182.jpg,342,228,,113,59,209,93
00013183.jpg,720,480,,594,125,637,153
00013183.jpg,720,480,,241,77,433,138
00013183.jpg,720,480,,433,67,476,91
00013184.jpg,720,480,,421,261,654,464
00013185.jpg,720,480,,272,155,519,249
00013186.jpg,720,480,,221,157,707,348
00013187.jpg,342,228,,90,100,226,147
00013187.jpg,342,228,,137,50,235,89
00013190.jpg,720,480,,243,128,284,152
00013190.jpg,720,480,,422,95,452,112
00013190.jpg,720,480,,494,105,712,369
00013191.jpg,720,480,,134,320,182,357
00013191.jpg,720,480,,4,170,88,208
00013191.jpg,720,480,,577,73,714,148
00013191.jpg,720,480,,381,119,463,150
00013192.jpg,342,228,,201,136,309,197
00013192.jpg,342,228,,257,96,340,140
00013192.jpg,342,228,,173,27,199,39
00013193.jpg,342,228,,232,123,301,160
00013193.jpg,342,228,,232,60,281,76
00013193.jpg,342,228,,96,68,155,85
00013195.jpg,720,480,,264,51,296,67
00013195.jpg,720,480,,615,208,717,302
00013195.jpg,720,480,,46,90,120,140
00013196.jpg,342,228,,268,51,338,87
00013196.jpg,342,228,,100,26,190,55
00013196.jpg,342,228,,11,92,100,144
00013197.jpg,342,228,,55,68,110,86
00013197.jpg,342,228,,14,108,86,140
00013208.jpg,720,480,,229,189,514,296
00013209.jpg,720,480,,609,129,647,154
00013209.jpg,720,480,,599,171,653,210
00013209.jpg,720,480,,552,101,582,113
00013209.jpg,720,480,,514,104,538,114
00013209.jpg,720,480,,232,126,271,144
00013218.jpg,342,228,,50,43,75,56
00013218.jpg,342,228,,179,26,213,37
00013218.jpg,342,228,,207,73,322,125
00013218.jpg,342,228,,7,58,34,76
00013219.jpg,720,480,,257,155,507,264
00013219.jpg,720,480,,107,110,212,161
00013220.jpg,720,480,,456,329,659,439
00013220.jpg,720,480,,87,170,149,212
00013221.jpg,720,480,,72,128,225,207
00013222.jpg,720,480,,455,43,585,100
00013222.jpg,720,480,,492,325,710,462
00013223.jpg,720,480,,62,132,167,180
00013224.jpg,720,480,,322,203,414,301
00013224.jpg,720,480,,430,92,506,122
00013225.jpg,720,480,,308,195,397,310
00013226.jpg,720,480,,357,130,450,189
00013226.jpg,720,480,,646,141,699,177
00013226.jpg,720,480,,242,77,312,112
00013227.jpg,720,480,,215,46,365,128
00013230.jpg,342,228,,237,74,257,87
00013230.jpg,342,228,,162,121,270,189
00013231.jpg,342,228,,203,79,244,99
00013232.jpg,720,480,,104,167,155,206
00013232.jpg,720,480,,167,137,258,191
00013233.jpg,720,480,,227,187,465,292
00013233.jpg,720,480,,193,69,278,117
00013234.jpg,342,228,,35,54,111,84
00013234.jpg,342,228,,102,25,125,34
00013234.jpg,342,228,,171,26,207,37
00013234.jpg,342,228,,154,26,200,38
00013235.jpg,342,228,,112,41,156,60
00013235.jpg,342,228,,47,50,79,65
00013235.jpg,342,228,,73,29,94,38
00013236.jpg,720,480,,511,111,715,240
00013237.jpg,720,480,,12,51,102,83
00013237.jpg,720,480,,526,120,720,242
00013240.jpg,342,228,,43,74,112,111
00013241.jpg,720,480,,210,87,289,123
00013241.jpg,720,480,,635,167,693,223
00013242.jpg,720,480,,610,131,646,155
00013242.jpg,720,480,,535,113,566,130
00013242.jpg,720,480,,601,171,651,211
00013242.jpg,720,480,,388,218,474,275
00013242.jpg,720,480,,30,284,220,408
00013243.jpg,720,480,,321,210,425,312
00013245.jpg,720,480,,31,113,324,235
00013245.jpg,720,480,,276,75,311,91
00013245.jpg,720,480,,292,118,364,151
00013245.jpg,720,480,,622,247,715,347
00013246.jpg,720,480,,593,316,713,420
00013246.jpg,720,480,,495,119,559,143
00013246.jpg,720,480,,570,171,631,206
00013247.jpg,720,480,,333,304,544,473
00013250.jpg,720,480,,385,3,704,122
00013251.jpg,720,480,,148,181,210,211
00013253.jpg,720,480,,303,148,545,244
00013254.jpg,720,480,,374,219,505,344
00013254.jpg,720,480,,15,291,223,432
00013254.jpg,720,480,,435,90,507,135
00013254.jpg,720,480,,531,59,561,78
00013254.jpg,720,480,,661,53,695,76
00013255.jpg,720,480,,45,62,95,91
00013255.jpg,720,480,,157,121,191,154
00013256.jpg,720,480,,129,63,285,130
00013257.jpg,342,228,,141,46,193,64
00013257.jpg,342,228,,24,45,46,55
00013257.jpg,342,228,,259,74,329,103
00013257.jpg,342,228,,114,20,155,36
00013257.jpg,342,228,,294,57,337,78
00013268.jpg,720,480,,43,37,85,57
00013268.jpg,720,480,,132,44,240,95
00013268.jpg,720,480,,289,28,422,92
00013268.jpg,720,480,,1,118,82,208
00013269.jpg,342,228,,73,73,102,86
00013269.jpg,342,228,,108,137,189,193
00013278.jpg,720,480,,665,89,715,145
00013278.jpg,720,480,,500,3,591,38
00013279.jpg,720,480,,408,119,447,142
00013279.jpg,720,480,,523,373,671,473
00013279.jpg,720,480,,144,310,174,356
00013280.jpg,720,480,,245,163,462,287
00013280.jpg,720,480,,91,146,171,183
00013281.jpg,342,228,,155,36,177,45
00013282.jpg,720,480,,445,177,702,391
00013283.jpg,342,228,,218,63,262,76
00013283.jpg,342,228,,128,139,229,184
00013283.jpg,342,228,,138,98,216,129
00013284.jpg,720,480,,523,155,710,232
00013284.jpg,720,480,,225,205,499,331
00013284.jpg,720,480,,17,223,135,348
00013285.jpg,342,228,,146,107,244,187
00013286.jpg,720,480,,153,121,227,169
00013287.jpg,342,228,,129,22,153,32
00013287.jpg,342,228,,155,25,183,38
00013287.jpg,342,228,,45,70,102,118
00013287.jpg,342,228,,17,33,31,41
00013287.jpg,342,228,,100,12,132,25
00013287.jpg,342,228,,217,34,259,53
00013290.jpg,720,480,,314,245,489,402
00013291.jpg,720,480,,266,379,656,477
00013291.jpg,720,480,,500,133,582,179
00013292.jpg,720,480,,537,131,696,210
00013293.jpg,720,480,,11,256,187,353
00013293.jpg,720,480,,610,53,656,76
00013293.jpg,720,480,,72,98,159,137
00013293.jpg,720,480,,1,91,44,126
00013294.jpg,720,480,,521,151,720,262
00013295.jpg,720,480,,205,205,275,235
00013295.jpg,720,480,,37,226,104,265
00013295.jpg,720,480,,205,363,297,467
00013295.jpg,720,480,,119,217,191,250
00013296.jpg,342,228,,111,87,237,143
00013297.jpg,720,480,,201,75,276,115
00013297.jpg,720,480,,440,148,701,315
00013308.jpg,720,480,,531,237,710,368
00013308.jpg,720,480,,544,230,715,323
00013318.jpg,342,228,,114,50,214,88
00013319.jpg,342,228,,218,79,310,120
00013321.jpg,342,228,,155,25,183,36
00013321.jpg,342,228,,17,37,34,50
00013321.jpg,342,228,,100,11,132,21
00013321.jpg,342,228,,83,50,142,94
00013322.jpg,342,228,,124,129,238,179
00013323.jpg,720,480,,362,251,472,379
00013323.jpg,720,480,,319,250,503,425
00013324.jpg,720,480,,47,251,280,370
00013324.jpg,720,480,,191,3,243,33
00013325.jpg,720,480,,60,104,143,137
00013325.jpg,720,480,,308,50,360,77
00013325.jpg,720,480,,430,52,506,84
00013325.jpg,720,480,,244,396,313,429
00013326.jpg,720,480,,484,44,537,73
00013326.jpg,720,480,,103,35,157,72
00013326.jpg,720,480,,643,93,714,149
00013326.jpg,720,480,,612,68,659,101
00013326.jpg,720,480,,566,54,610,81
00013326.jpg,720,480,,212,11,299,46
00013327.jpg,720,480,,370,103,537,188
